tweet_id,customer_message,brand_reply,intent,expected_action,label_notes
1962468,@115888 Removing songs with Chris Brown from all of my curated playlists forever would be a great place to start!!,"@267046 Hey NIcole! This isn't possible right now, but you can show your support for the idea in our Community: https://t.co/oGDLtirXki /AR",FEATURE_REQUEST,AUTO_HANDLE,Request to remove unwanted artists or songs
2663871,Will mamacita be available on Spotify? @750649  @115888 https://t.co/KrNiXmWoG6,"@750648 Hey there! We’d love to have that available, but we have some info about content here: https://t.co/0i8GpimuDa /GK",CONTENT_AVAILABILITY,AUTO_HANDLE,Song availability question
2916549,@spotifycares &amp; @115888 at least twice a week your webplayer craps out on me. today the entire site is down. i want some free months on my account b/c this service is not worth what i'm paying.,"@351439 Hey! We had a little hiccup backstage, but it should be working now. We're here if you need us /JS",PLAYBACK_TECHNICAL,ESCALATE,Web player outage and compensation request
2428800,"@SpotifyCares I can’t remember my login details, my payment details are obsolete and want to upgrade to family.",@697317 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,ESCALATE,Cannot remember login details
572065,"@SpotifyCares So, when do you think this will happen? Would really like to run to Spotify on my Apple Watch @115858 @115888","@254421 Hey there! We're afraid we don’t have any new info to share about this, but we’ll remind the team it’s a popular request /NQ",FEATURE_REQUEST,AUTO_HANDLE,Apple Watch support request
1280822,yo @115888 why have a couple of the saved playlists been unsaved from my phone :(,"@419681 Hey Ella, that's no fun. Just to check, was your music unsaved (removed from your library) or undownloaded (desynced)? /JE",DOWNLOAD_OFFLINE,AUTO_HANDLE,Saved or downloaded playlist issue
1859318,@SpotifyCares Regardless that didn't work AND it deleted all my downloaded music. Thanks for that...,@477718 We're sorry to hear about that. No worries. Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt,DOWNLOAD_OFFLINE,ESCALATE,Downloads deleted after failed troubleshooting
637726,@SpotifyCares Okay Spotify,@271218 Great! Feel free to send a tweet our way if you need help with anything else /JI,OTHER,AUTO_HANDLE,Simple acknowledgement
1064074,@116130 Why is my premium account telling me I’ve reached my download limit ??,"@371218 Hey! Right now, you can download up to 3.333 songs to use Offline per device. More info at https://t.co/1z13MJsB33 /BH",DOWNLOAD_OFFLINE,AUTO_HANDLE,Premium download limit question
2921946,@SpotifyCares yup. Good now. Thanks.,@808656 No worries! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /GS,OTHER,AUTO_HANDLE,Issue resolved and customer thanks
1852415,Hui @148611 bat ito na lang version ng Crash Into Me? Nawala ung recorded version. Ansakit-sakit! https://t.co/M0tTJLeeN7,@554379 2: licensing changes. Hopefully we'll have it available again soon. More info here: https://t.co/0i8GpimuDa /LO,CONTENT_AVAILABILITY,AUTO_HANDLE,Asking for a specific song/version
2919307,@SpotifyCares Thanks! So far so good. 🤗,"@808011 That's good to hear! If you need anything else, just shout and we'll come running 🏃 /FR",OTHER,AUTO_HANDLE,Customer says issue is okay so far
89548,@SpotifyCares I got chat and got it taken care of easily. Thanks for the support.,@135369 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /PB,OTHER,AUTO_HANDLE,Issue resolved and thanks support
2734648,@SpotifyCares Thanks. It's a shame. Maybe something you could consider. Or creating playlists without any explicit lyrics?,@140456 Nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. We appreciate the feedback /JK,FEATURE_REQUEST,AUTO_HANDLE,Request for playlists without explicit lyrics
540351,@SpotifyCares That link worked - thank you!,"@245355 Awesome! You can now enjoy a full year of tunes without thinking about a monthly bill. If you ever need help with anything else, you know where to find us /QI",OTHER,AUTO_HANDLE,Solution worked and customer thanks
2815029,"@115888 Does your family package no longer go on sale? Been waiting a long time, perhaps a year?","@784811 Hi there, the cavalry's here! You can still sign up for the Premium for Family subscription. Just head here: https://t.co/XbTkDxdrE7. Hope this helps /AK",BILLING_SUBSCRIPTION,AUTO_HANDLE,Family plan sale question
2295219,"@SpotifyCares Hello, my spotify and hulu aren't working and spotify charged me another 5 dollars but I already have premium and paid for this month",@666462 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Duplicate charge and Hulu issue
1127613,@SpotifyCares I get this message when I try to play anything at all. I screenshot the version and the mesaage: https://t.co/a6UE2HqLjh,"@385852 1: Thanks. Looks like you're on Free. This means you can’t stream specific songs on demand. You also get ad-supported, shuffle-only... /AU",PLAYBACK_TECHNICAL,AUTO_HANDLE,Free plan cannot play specific songs
1870994,"@SpotifyCares Hi, My family account got kicked an account kicked off but that is at the same address. Your website won't allow me to re-add",@558769 Hey Cooper! Help's here. Can you DM us the email address of your family member's account? We'll have a look under the hood /DD https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Family member removed and cannot re-add
1075199,@SpotifyCares SOS! Tried to make a student account with my new student email and it says it is already taken!!!,"@373688 Hey Adrianna, help's here! Can you DM us your email address? We'll take a look backstage /JP https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Student email already associated with account
2590877,@SpotifyCares Hi there! I can’t create a custom username in my account upon signing up in your website. Help!!,@733827 Hey there! Could you DM us your email address? We'll take a look backstage /Q https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,ESCALATE,Cannot create custom username
1867391,@SpotifyCares Someone changed the email on my account and now I can't login! Please help!!! @115888 @117168,"@557844 Hey Jessica, that's not cool! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Account email changed and cannot login
637773,"@115888 it’d be nice to have EDubble’s freestyle Friday’s on Spotify, i need this in my life","@271229 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /MX",CONTENT_AVAILABILITY,AUTO_HANDLE,Artist content availability request
1863112,"dear @115888,

When I search for an artist name a full name match should also be on top of your interpreted matches.

sincerely,

Stefan","@124933 Hey! Can you tell us more about what's happening? What device, operating system, and Spotify version are you on? /AY",FEATURE_REQUEST,AUTO_HANDLE,Search result ranking feedback
115299,@115888 I just got this for $9.99... Goddammit why didn't I wait 24 hours....,@753730 Hey there! Oh no. Could you DM us your account's email address or username? We'll see what we can do /NQ https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Customer purchased before promotional offer
1257215,@SpotifyCares Hi thanks yes I found that. I changed payment AND country but it still says the old country in my account. Any ideas?,@414613 Hmm. Can you DM us your account's username or email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Country not updated after payment change
2643409,@SpotifyCares Sure thing. Checked Chrome on a different computer and it seemed to be working fine there.,"@745877 We'll take note of this. By the way, we've replied to your DM. Let's carry on chatting there /YM",PLAYBACK_TECHNICAL,ESCALATE,Issue works on another computer and support moved to DM
1980982,@SpotifyCares my downloaded songs are buffering when I'm connected to wifi. What can I do?,"@586397 Hey Aleezah! What device and Spotify version are you using? Also, is your Spotify in Offline Mode? We'll see what we can suggest /BH",PLAYBACK_TECHNICAL,AUTO_HANDLE,Downloaded songs buffering on WiFi
1092734,@SpotifyCares It’s something Rdio did. And I miss it deeply while scrolling past the Taylor Swift releases.,"@377878 We hear you loud and clear. Rest assured, your feedback will be passed on to the right folks /JI",FEATURE_REQUEST,AUTO_HANDLE,Request for feature previously available on Rdio
2309928,@115888 @spotifycares please tell me someone is looking into this.  https://t.co/hq6f8GtZ5A,"@669944 Hey there! Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /GU",PLAYBACK_TECHNICAL,AUTO_HANDLE,Known technical issue being investigated
1520005,"@SpotifyCares Hi, my account suddenly get upgraded to family account. Thankfully i realized before i get the bill. How can it happened? I'm seeing that many people got the same problem. Are you trying to rob us?","@472542 Hi, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Unexpected upgrade to family plan
797566,"@SpotifyCares please help, I brought premium package but I can’t share my spotify to another it’s error when they’re register account :(",@310148 Hey! Help's here. Can you DM us your account's email address and tell us more about what's happening? We'll see what we can suggest /RA https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Premium sharing or registration error
800471,The fact that you can't add the currently playing song to a playlist on @115888 is kind of ridiculous.,"@310738 Hey Brad! Don’t worry, we can help. Can you let us know the device/OS you’re using? We'll see what we can suggest /MX",FEATURE_REQUEST,AUTO_HANDLE,Cannot add currently playing song to playlist
2970794,"@SpotifyCares If this actually happens, please let me know ❤️ I love you more than you can ever know","@819437 No worries. Just let us know if there's anything else. In the meantime, keep in mind that... https://t.co/fQMk2dH3sI 🙂 /NQ",OTHER,AUTO_HANDLE,Positive follow-up message
1162420,@SpotifyCares No that didn’t work :( I’m attaching a screenshot of what it’s doing w/the app open https://t.co/Lo3IuLmPk0,@249035 Thanks for the screenshot. Can you let us know the device iOS and version of Spotify you're using? We'll see what we can suggest /JI,PLAYBACK_TECHNICAL,AUTO_HANDLE,Previous troubleshooting failed
1825219,@115888 why doesn't it connect to the speakers on the same network? Says requires premium membership to stream to those network speakers??,"@547914 Hey MAnish! What device and Spotify version are you using? Also, what speakers are you trying to use Connect with? We'll help you out /BH",PLAYBACK_TECHNICAL,AUTO_HANDLE,Cannot connect to network speakers
173654,@SpotifyCares the download limit thing is getting annoying. Time to switch to Apple Music!,"@156656 Hey Brian, we understand your frustration. There’s currently a 10,000 track limit on Songs in Your Music. If you’re close to the limit, you can save tracks to playlists. More info here: https://t.co/37x2HLuaoB. If you need anything else, just shout /JK",DOWNLOAD_OFFLINE,AUTO_HANDLE,Download or saved track limit complaint
2150435,@SpotifyCares Lol ..I thought I was... No worries I'll be be sure to scoop some tickets up still.😉 https://t.co/Kb4aYqYiWa,@413433 Cool! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /RB,OTHER,AUTO_HANDLE,Positive acknowledgement
2234730,@651828 @115888 @SpotifyCares Apps have been updated since before the iPhone X was even released. Using a robot to respond to customers is just pissing people off even more spitting out the same responses to customers,"@432371 2: If there's one thing we can guarantee, is that we're not robots. Let us know if we can help anything else /MU",OTHER,AUTO_HANDLE,Complaint about customer support responses
184607,"@SpotifyCares mac version: 10.13
spotify version: 1.0.65.320.gac7a8e02","@159460 Got it. We'd suggest a clean reinstall. It's not ideal, but the steps at https://t.co/EqisDMwZAT should help. Let us know how you get on /JE",PLAYBACK_TECHNICAL,AUTO_HANDLE,Mac app technical troubleshooting
58943,"@SpotifyCares Hi, I can't seem to download songs in my tablet even though I can on my phone. The app looks completely different. Please help","@129424 Hi Rob, help's here! Can you let us know your device's model, OS, and Spotify version? We'll see what we can suggest /DV",DOWNLOAD_OFFLINE,AUTO_HANDLE,Cannot download songs on tablet
1879004,@SpotifyCares My account is: email: __email__. The 2nd email address is: __email__,@560834 Thanks! We suggest you delete your previous tweet as it contains both of your email addresses. Can you DM it to us instead? /DR https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,ESCALATE,Customer publicly shared email addresses
2504276,hey @115888 -- you left play-control keys behind with your new version. what gives?,"@714196 Hey, that doesn't sound right! What's happening exactly? Can you let us know the device and operating system version you're using? We'll see what we can suggest /JE",PLAYBACK_TECHNICAL,AUTO_HANDLE,Media control keys not working
1812588,"@SpotifyCares Right now, I can't sign up for whatever reason. I meet all the criteria for me to sign in, but I can't. Hope to fix this soon",@544543 Hey John! Help's here. Can you DM us your account's username or email address? We'll take a look backstage /TC https://t.co/ldFdZRiNAt,ACCOUNT_ACCESS,ESCALATE,Unable to sign up or sign in
1837061,@SpotifyCares I've logged out and logged back in. Crashes when searching. Also tells me that I'm offline when trying to bring up menu to add to playlist,@550780 Got it. Can you try reinstalling the app? You can find the steps for your device at https://t.co/cxGHt0bCR8. Keep us posted /SJ,PLAYBACK_TECHNICAL,AUTO_HANDLE,App crashes during search
1888707,@SpotifyCares I am not receiving a password reset email and my service is no longer working. Please contact to resolve. Much appreciated.,"@563244 Hey Shawn, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Password reset email not received
2078824,@SpotifyCares hi someone who isn't authorized is using my spotify acc. how can i prevent that person from doing so any further?,"@614818 Hey, that doesn't sound right! Can you DM us your account's username or email address? We'll take a look backstage /JP https://t.co/ldFdZR1cbT",ACCOUNT_ACCESS,ESCALATE,Unauthorized person using account
404756,"@SpotifyCares Any chance to in future add the option to sort the playlists one's following? As in: own pl's, spotify's, friends, ...?","@211795 2. In the meantime, we'd recommend organizing your playlist into folders, which you can read more about here: https://t.co/VkiszwHT6F 🙂 /TB",FEATURE_REQUEST,AUTO_HANDLE,Playlist sorting feature request
567987,@SpotifyCares Hi. Will there be a My Year In Music this year?,"@253241 Hi there! We're afraid that we don't have any info to share, but we'll let the right team know that it's something you'd like to see /AK",FEATURE_REQUEST,AUTO_HANDLE,Year in Music feature question
2807573,@SpotifyCares check ya dm,@783006 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /NQ,OTHER,ESCALATE,Customer asks support to check DM
1658085,@117153 I am still having problems with my premium,@505893 Hey! We've just sent a DM your way. Let's carry on chatting there /NQ,BILLING_SUBSCRIPTION,ESCALATE,Premium account problem requires investigation
2909,@115888 Why? https://t.co/rsBY0b7YS3,@643696 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,OTHER,ESCALATE,Insufficient context and account investigation required
2473676,"@SpotifyCares shuffle &amp; repeat keeps coming on by itself, anything I can do? iPhone 6s+, iOS 10.3.3, Spotify 8.4.27 https://t.co/imFk6h0zto",@707288 Hey there! Can you try tapping the Shuffle and Repeat buttons until they're no longer green? Are they being enabled everytime you switch songs? /MA,PLAYBACK_TECHNICAL,AUTO_HANDLE,Shuffle and repeat enabling automatically
2259714,"@SpotifyCares Honestly, I might just be done with @115888 for this. You just ruined my giving my daughter something really cool.",@658002 2: us a DM with both of your email addresses or usernames? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,OTHER,ESCALATE,Account-specific unresolved issue
2792152,@SpotifyCares Will do so now I wait,@662174 Sounds like a plan! Just let us know if you ever need us again. We're always here to help /AN,OTHER,AUTO_HANDLE,Customer acknowledgement
2712664,Hey @115888 can I get a playlist of Christmas music based on my listening preferences? That would be really cool. Thanks.,@761582 Hi there. This sounds like fun! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /JU,FEATURE_REQUEST,AUTO_HANDLE,Personalized Christmas playlist request
1403656,@SpotifyCares Same problems my friends have been complaining about. One of Why Don’t We’s song (these girls) the beat got changed and it’s more high pitched now.,@446334 Got it! Could you tell us the device you're using? Keep us posted /DF,PLAYBACK_TECHNICAL,AUTO_HANDLE,Song audio sounds altered
1884633,@SpotifyCares hello I signed up for the 30 day trial on my laptop but when I logged in on my phone it said 7 day trial. Which one is it?,"@562327 Hi there, help's here! Can you fire over your account's email address via DM? We'll take a look backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Trial duration discrepancy
2011750,"So @115888 work this out, ""listen 2 the short advert n get 30min ad free music"" 6 min later ""listen.."" repeat. (also add ad is listened to)","@594886 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NY",PLAYBACK_TECHNICAL,AUTO_HANDLE,Ad-free period not working correctly
683119,@SpotifyCares Does the new Sonos 1 integrate with an existing set up? Or do u have 2 carry it round the house in order to use Alexa? #sonos1,"@283025 1: Hi Colin, help has arrived. Can you let us know what's happening exactly? It'd be great if you could send over the device model/OS... /ME",PLAYBACK_TECHNICAL,AUTO_HANDLE,Sonos integration question
2596645,"@SpotifyCares I just create an premium account with student pack. My credit card has been debit but my spotify account stay in « free », help me please","@735204 Hi Simon, help's here! Could you DM us your username and email address? We'll take a look under the hood 🔍 /JQ https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Student Premium charged but account remains Free
1167976,@SpotifyCares I'm getting an extended delay (~30 secs) when auth'ing my third-party app. Known issue?,"@394727 Hi Jay, help's here! Can you let us know more about your concern? Also, send us the name of the third-party app you're trying to use /SF",PLAYBACK_TECHNICAL,AUTO_HANDLE,Third-party app authentication delay
1078970,@SpotifyCares Hey folks! Why are different songs sneaking into my Playlist when I'm playing on mobile? Happened on Album AND Playlist....,"@374521 Hey James! You must be getting Suggested Tracks, and they're part of our Free service on mobile. More info here: https://t.co/Uv9kyGcsCc /SY",PLAYBACK_TECHNICAL,AUTO_HANDLE,Unexpected suggested songs in playlist
2287567,@SpotifyCares Can't wait!,"@664632 We hear you 🎧 Rest assured, your feedback will be passed on to the right folks. Give us a shout if you need a hand with anything else /MG",OTHER,AUTO_HANDLE,Positive acknowledgement
850062,@115888 same problem. Can you help ? in this case using latest software on iPhone 6. https://t.co/k9d7XnieaP,@321976 Hi there! Can you let us know the iOS and Spotify versions you're rocking? We'll see what we can suggest /NY,PLAYBACK_TECHNICAL,AUTO_HANDLE,iPhone technical issue
44373,@115888 How ?,@775406 Hi there! Are you trying to sign up for one of our Holiday Offers? You can give it a try at https://t.co/nbDUOTogGZ. Let us know how it goes /GN,BILLING_SUBSCRIPTION,AUTO_HANDLE,Holiday offer signup question
2653229,"@117168 , I have a technical (read: problem) question that is not covered in your FAQ regarding downloaded playlists on my mobile device. Why do they keep becoming UN-DOWNLOADED?",@748250 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /MG,DOWNLOAD_OFFLINE,ESCALATE,Downloaded playlists repeatedly disappear
1457866,"@SpotifyCares It seems a lot of people have this issue and it's affecting the most listened band of each one, https://t.co/0JOokwHJVa","@458377 We hear you. Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /RV",PLAYBACK_TECHNICAL,AUTO_HANDLE,Known widespread technical issue
1819045,@SpotifyCares Um thanks,@546340 You're welcome! Give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /DD,OTHER,AUTO_HANDLE,Customer thanks support
2975085,hi please release all of the tracks of reputation or you’re cancel @118062 @115888,"@820505 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c /NQ",CONTENT_AVAILABILITY,AUTO_HANDLE,Album tracks not yet available
1345787,"If y’all really care, I need a dislike button to keep artists and songs I don’t like away from my curated playlists @SpotifyCares @115888",@416158 Hey Chris! We can see how that’d be useful! You can vote for the official idea here: https://t.co/llJeAWnvFA. Stay awesome /ND,FEATURE_REQUEST,AUTO_HANDLE,Dislike button feature request
2795603,"@SpotifyCares Already chatted in, but thanks",@577857 No worries! Let us know if you ever need us again. We'd be... https://t.co/LgAM6kPKN3 /RB,OTHER,AUTO_HANDLE,Customer already contacted support
907628,@125633 ANDROID! I just wanna.. say ANDROID. :) (Ok I know it's coming),"@335533 It'll be with you soon on Android, RYMDKRAFT... Promise 😉 /T",FEATURE_REQUEST,AUTO_HANDLE,Android feature availability
1261910,@115888 bruh why is my music making like robot noises whenever i put it on a flat surface,@415594 Hey Mason. Can you check if your device speakers are covered when you place it on a flat surface? This can affect sound quality /JU,PLAYBACK_TECHNICAL,AUTO_HANDLE,Audio quality problem
725982,@SpotifyCares I paid for the wrong subscription and I need to cancel it,@293905 Hi! We've just replied to your DM. Let's continue chatting there /JL,BILLING_SUBSCRIPTION,ESCALATE,Wrong subscription needs cancellation
2599171,"@SpotifyCares Hey, I need help signing up for Spotify for Students. Can you help me out?",@735835 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Student plan signup assistance
2054448,.@SpotifyCares the app doesn't start half the time on Lumia 950.  Just hangs at the initial loading screen.  What gives...?,@129638 Hey there. Could you send us your account's email address or username via DM? We'll take a look under the hood /AY https://t.co/ldFdZRiNAt,PLAYBACK_TECHNICAL,ESCALATE,App fails to start
189845,@115888 What if I already have Hulu and spotify?,@304330 Hi Iciny! Can you DM us your account's email address? We'll help you sign up for the bundle 🙂 /RR https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Existing Hulu and Spotify bundle question
1659829,@115888 where are the audio books?,"@505641 Hey there! Just head to Browse &gt; Word &gt; Audiobooks. If you need a hand with anything else, we're just a tweet away 🙂 /MG",FEATURE_REQUEST,AUTO_HANDLE,Asking where to find audiobooks
147403,@SpotifyCares Thank you :) It's Trinidad and Tobago,"@149499 We're afraid that Spotify isn't available in the Republic of Trinidad and Tobago yet. Rest assured, we're launching regularly in countries around the world! Sign up here to be first to hear: https://t.co/XDwWzj7cLP /WW",CONTENT_AVAILABILITY,AUTO_HANDLE,Spotify country availability
2482904,@SpotifyCares all sorted for the daughters account thanks ⭐️⭐️👍🏻⭐️,"@421667 No worries! We're glad we could help out. If you ever need anything else, just shout and we'll come running 🏃 /DF",OTHER,AUTO_HANDLE,Account issue resolved
1790176,Why are the ads on Spotify so damn annoying? They are so loud with booming music and screaming people... STOP @115888,@537741 Hey there! Thanks for the feedback – we appreciate it. We’ll get this passed onto the right team /NQ,FEATURE_REQUEST,AUTO_HANDLE,Complaint about loud advertisements
1816068,@SpotifyCares I lost all of my music. I can't figure out how to get into my account.,"@545552 Hey Jim, help's arrived! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Lost music and cannot access account
44332,@115888 Why charged 129? I thought 9pesos only?,@265384 Hey Van! Can you DM us your account's email address? We'll have a look /KT https://t.co/ldFdZRiNAt,BILLING_SUBSCRIPTION,ESCALATE,Unexpected subscription charge
2780863,"@SpotifyCares Uninstalled, rebooted, reinstalled and now it appears stable. I can switch between artists (and have done many many times now) and its not crashed yet. So - sorted! Thanks.","@776668 Great! Glad to hear it's working again. If you ever need us again, just shout 🙂 /K",OTHER,AUTO_HANDLE,Technical issue resolved
1788202,@SpotifyCares Its annoying when you cant login or CHANGE YOUR PASSWORD.. seems like a website issue..,"@519156 Hey Matt, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Cannot login or change password
2689681,@115888 why don't you have an Apple watch app?!,@756191 Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /BD,FEATURE_REQUEST,AUTO_HANDLE,Apple Watch app request
1934682,"@115888, don’t you ever suggest #despacito to me ever again. Got it?","@129021 Hey Daniel! Thanks for your feedback. To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /CH",PLAYBACK_TECHNICAL,AUTO_HANDLE,Unwanted suggested song issue
2647479,@115888 I’m just trying to cancel my premium bro. https://t.co/Vj1D5bEHMz,"@746956 Hey Shakur, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DD https://t.co/ldFdZRiNAt",BILLING_SUBSCRIPTION,ESCALATE,Wants to cancel Premium
2078390,Are there any ways to track down a #hacker who has logged in to my @115888 account? (And yes I had a strong password Im not that stupid),"@614705 Hey Fredrik, we're here to help. Could you DM us your accounts email address and username? We'll check backstage for you /BX https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Unauthorized login or hacked account
2862724,@SpotifyCares Already tried with no success,@795213 Got it! Could you send us a screenshot of the issue you're having? Keep us posted /DF,PLAYBACK_TECHNICAL,ESCALATE,Previous troubleshooting unsuccessful
272255,@115888 @117168 Is there an Apple Watch app coming soon? I want to get on some runs w my favorite Spotify playlists!,@119922 Hey! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /RB,FEATURE_REQUEST,AUTO_HANDLE,Apple Watch app request
211135,"@SpotifyCares A mini player view?   Something that shows play controls, Track info but in a mini view so the whole client doesnt need to be visible.",@166010 Don't worry. You can support a similar idea by voting for it at https://t.co/gauPI6VAPw. Give us a shout if you have other questions /DV,FEATURE_REQUEST,AUTO_HANDLE,Mini player feature request
1887926,@115888 You have an atrocious set up there’s no way to organize songs within a playlist time to shop for another provider,"@386359 2: We'll also pass your feedback onto the relevant folks. If there's anything else, just give us a shout /LO",FEATURE_REQUEST,AUTO_HANDLE,Playlist organization complaint
1023317,"Why doesn't @115888 give you the ability to thumbs up or thumbs down ""discover weekly"" playlist songs? Would be nice.","@176490 Hi Todd! We're afraid this isn't possible right now, but you can show your support for the idea here: https://t.co/llJeAWnvFA /AU",FEATURE_REQUEST,AUTO_HANDLE,Thumbs up or down feature request
680587,"@SpotifyCares Hi, someone else in my building keeps changing over the device to their fire tv stick and I'd like it blocked, thank you.","@282397 Hi Ben, help's arrived! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",ACCOUNT_ACCESS,ESCALATE,Unknown device controlling account
2251476,"@SpotifyCares is it possible to have my user id changed to somewhat readable, instead of random numbers?","@434469 2. username. Don't worry, we'll let the right team know it's something you'd like to see. For anything else, let us know /GU",FEATURE_REQUEST,AUTO_HANDLE,Readable username request
